Site,Block,Rep,Family,SeedID,Provenance,HT0,HT2,HT7,HT9,HT 12,DBH7,DBH9,DBH12,Quality_12,X2Yrelativeheight,X7Yrelativeheight,X9Yrelativeheight,X12Yrelativeheight,X9Yrelativedbh,X12Yrelativedbh
Corcovety,2,2,7,EK,Corsallagh,0.66,1.53,5.8,7.8,9.4,8.2,9.7,11.3,4,0.435,0.734285714,0.793333333,0.728333333,0.75,0.62
Corcovety,2,2,7,EL(eg),Corsallagh,0.45,1.47,5.8,7.7,9.4,7.6,8.2,9.4,4,0.51,0.764285714,0.805555556,0.745833333,0.3,0.36
Corcovety,2,2,7,ES,Corsallagh,0.48,1.84,5.4,6.9,8.8,8.1,10,12,4,0.68,0.702857143,0.713333333,0.693333333,0.95,0.78
Corcovety,2,2,7,FY,Corsallagh,0.6,1.23,6.2,7.1,8.2,6,7.2,8.3,4,0.315,0.8,0.722222222,0.633333333,0.6,0.46
Corcovety,2,2,7,GG,Corsallagh,0.37,1.64,7.2,8.4,10.3,10.8,11.9,14.1,3,0.635,0.975714286,0.892222222,0.8275,0.55,0.66
Corcovety,2,2,7,GK,Corsallagh,0.29,0.54,5.1,7.3,9.4,8.9,10,10.8,4,0.125,0.687142857,0.778888889,0.759166667,0.55,0.38
Corcovety,2,2,7,GO,Corsallagh,0.56,2.14,6.9,8.4,10.5,9.6,11.1,14.1,3,0.79,0.905714286,0.871111111,0.828333333,0.75,0.9
Corcovety,4,3,7,AQ,Corsallagh,0.35,1.31,7.2,7.9,9.8,10.3,12.7,16.6,4,0.48,0.978571429,0.838888889,0.7875,1.2,1.26
Corcovety,4,3,7,AU,Corsallagh,0.38,1.12,5.9,7.2,9.6,7.6,8.6,11.2,4,0.37,0.788571429,0.757777778,0.768333333,0.5,0.72
Corcovety,4,3,7,BA,Corsallagh,0.25,1.52,6,7.7,9.2,7.5,8.5,10.6,4,0.635,0.821428571,0.827777778,0.745833333,0.5,0.62
Corcovety,4,3,7,BD,Corsallagh,0.4,1.61,7.8,8.4,10.1,12.1,13.4,16.2,3,0.605,1.057142857,0.888888889,0.808333333,0.65,0.82
Corcovety,4,3,7,BK,Corsallagh,0.42,2.12,7.1,7.8,9.3,8.6,9.9,11.8,3,0.85,0.954285714,0.82,0.74,0.65,0.64
Corcovety,4,3,7,BR,Corsallagh,0.45,,,,,4.7,,,,,,,,,
Corcovety,4,3,7,DM,Corsallagh,0.49,1.1,5.1,6.7,9.2,5.1,6.6,8,3,0.305,0.658571429,0.69,0.725833333,0.75,0.58
Corcovety,4,3,7,EE,Corsallagh,0.46,1.36,5.9,7.4,9.1,7.7,8.9,11.2,3,0.45,0.777142857,0.771111111,0.72,0.6,0.7
Corcovety,4,3,7,FI,Corsallagh,0.47,0.72,4.9,6.3,6.7,4.4,4.6,4.7,4,0.125,0.632857143,0.647777778,0.519166667,0.1,0.06
Corcovety,1,1,8,DU,Corsallagh,0.28,1.61,7.5,9.4,10.4,9.2,10.7,12.4,4,0.665,1.031428571,1.013333333,0.843333333,0.75,0.64
Corcovety,1,1,8,FM,Corsallagh,0.63,1.9,6.9,9.1,12.1,8.7,10.5,12.3,4,0.635,0.895714286,0.941111111,0.955833333,0.9,0.72
Corcovety,1,1,8,M,Corsallagh,0.39,1.96,7.1,8.4,11.7,8.8,9.9,11.9,3,0.785,0.958571429,0.89,0.9425,0.55,0.62
Corcovety,1,1,8,N,Corsallagh,0.58,2.02,8,9.3,11.8,8.5,9.5,12,3,0.72,1.06,0.968888889,0.935,0.5,0.7
Corcovety,1,1,8,O,Corsallagh,0.73,2.56,7.2,8.3,,10.3,11.2,,4,0.915,0.924285714,0.841111111,,0.45,
Corcovety,1,1,8,P,Corsallagh,0.67,2.64,8.4,10.1,12.1,10.5,12.3,14.9,3,0.985,1.104285714,1.047777778,0.9525,0.9,0.88
Corcovety,1,1,8,R,Corsallagh,0.5,1.96,7.9,9.3,11.3,10,11.1,13.1,3,0.7325,1.057857143,0.978333333,0.900416667,0.55,0.62
Corcovety,1,1,8,S,Corsallagh,0.82,2.7,8,9.6,11.9,4,4.1,,4,0.94,1.025714286,0.975555556,0.923333333,0.05,
Corcovety,1,1,8,T,Corsallagh,0.38,2.07,7.6,9.2,11.1,7.5,8.6,10.7,3,0.845,1.031428571,0.98,0.893333333,0.55,0.64
Corcovety,2,2,8,DS,Corsallagh,0.38,1.26,6.1,7,10.1,7.1,8.5,10.3,4,0.44,0.817142857,0.735555556,0.81,0.7,0.64
Corcovety,2,2,8,DT,Corsallagh,0.82,2.3,7.2,8.6,10.4,10.2,11.6,14,4,0.74,0.911428571,0.864444444,0.798333333,0.7,0.76
Corcovety,2,2,8,DV,Corsallagh,0.57,0.83,4.4,5.9,,5.2,5.4,,,0.13,0.547142857,0.592222222,,0.1,
Corcovety,2,2,8,DW,Corsallagh,0.64,2.58,8.7,9.3,10,9.3,11.3,14.1,3,0.9725,1.152142857,0.962777778,0.780416667,1,0.96
Corcovety,2,2,8,DY,Corsallagh,0.64,2.2,6.9,7.9,10.7,12.1,13.6,16.2,4,0.78,0.894285714,0.806666667,0.838333333,0.75,0.82
Corcovety,2,2,8,DZ,Corsallagh,0.54,1.77,7.2,8.4,11,9.4,10.9,14.2,3,0.615,0.951428571,0.873333333,0.871666667,0.75,0.96
Corcovety,2,2,8,ED,Corsallagh,0.81,1.3,6.4,7.8,10.4,10.5,12,13.8,3,0.245,0.798571429,0.776666667,0.799166667,0.75,0.66
Corcovety,2,2,8,FL,Corsallagh,0.46,1.4,4.9,5.9,,7,7.4,,,0.47,0.634285714,0.604444444,,0.2,
Corcovety,2,2,8,FQ,Corsallagh,0.53,2.03,7.7,8.6,10.9,11.2,13.6,16.5,3,0.75,1.024285714,0.896666667,0.864166667,1.2,1.06
Corcovety,4,3,8,EM,Corsallagh,0.5,2.4,8.9,9.9,12,11.3,13.3,16.5,3,0.95,1.2,1.044444444,0.958333333,1,1.04
Corcovety,4,3,8,EN,Corsallagh,0.36,2.22,6.6,9,11.1,9,10.3,12.2,4,0.93,0.891428571,0.96,0.895,0.65,0.64
Corcovety,4,3,8,EO,Corsallagh,0.25,1.57,7.8,9,11.8,9.3,10.9,14.6,3,0.66,1.078571429,0.972222222,0.9625,0.8,1.06
Corcovety,4,3,8,EQ,Corsallagh,0.33,1.04,5.9,7.2,8.8,6.8,7.4,7.7,4,0.355,0.795714286,0.763333333,0.705833333,0.3,0.18
Corcovety,4,3,8,EV,Corsallagh,0.27,2,8.3,9.3,11.3,8,9.5,11.1,4,0.865,1.147142857,1.003333333,0.919166667,0.75,0.62
Corcovety,4,3,8,EY,Corsallagh,0.57,2.46,7.8,8.6,11.3,9.3,11.2,13.2,3,0.945,1.032857143,0.892222222,0.894166667,0.95,0.78
Corcovety,4,3,8,FH,Corsallagh,0.49,1.54,8.9,9.6,12.2,10.7,12.3,14.6,3,0.525,1.201428571,1.012222222,0.975833333,0.8,0.78
Corcovety,4,3,8,FN,Corsallagh,0.33,2.13,8.1,9.6,11.6,10.2,11.6,14.2,4,0.9,1.11,1.03,0.939166667,0.7,0.8
Corcovety,4,3,8,FR,Corsallagh,0.34,1.88,7.5,8.5,11.6,10.1,12.1,14.7,4,0.77,1.022857143,0.906666667,0.938333333,1,0.92
Corcovety,1,1,9,BD,Corsallagh,0.2,2,6.7,8.5,11.3,9,10.7,13.8,3,0.9,0.928571429,0.922222222,0.925,0.85,0.96
Corcovety,1,1,9,BE,Corsallagh,0.28,1.76,6.7,8.3,9.9,6.5,7,8.5,4,0.74,0.917142857,0.891111111,0.801666667,0.25,0.4
Corcovety,1,1,9,CR,Corsallagh,0.4,0.78,6.8,8.4,9.5,6.8,7.7,9,4,0.1925,0.915,0.889444444,0.75875,0.45,0.44
Corcovety,1,1,9,CU,Corsallagh,0.49,2.5,7.6,9.4,11.1,10.7,12.2,15.2,3,1.005,1.015714286,0.99,0.884166667,0.75,0.9
Corcovety,1,1,9,CV,Corsallagh,0.29,1.72,6.9,8.7,10.1,6.5,7.7,8.6,4,0.715,0.944285714,0.934444444,0.8175,0.6,0.42
Corcovety,1,1,9,CY,Corsallagh,0.38,1.54,5.5,6.3,,5,5.6,,,0.58,0.731428571,0.657777778,,0.3,
Corcovety,1,1,9,CZ,Corsallagh,0.73,2.26,6.9,8.3,10.5,9.6,10.9,13.2,3,0.765,0.881428571,0.841111111,0.814166667,0.65,0.72
Corcovety,1,1,9,FD,Corsallagh,0.33,2.08,7.1,8,10.9,6,7.4,9.7,4,0.8775,0.967857143,0.852777778,0.88125,0.7,0.74
Corcovety,1,1,9,FH,Corsallagh,0.24,2.01,5.2,6.9,7.1,,,5.6,4,0.885,0.708571429,0.74,0.571666667,,1.12
Corcovety,2,2,9,DT,Corsallagh,0.21,1.74,7.4,7.9,11.6,8.2,9.5,13.2,4,0.765,1.027142857,0.854444444,0.949166667,0.65,1
Corcovety,2,2,9,DX,Corsallagh,0.27,1.59,7.4,8.3,10.9,7.6,8.6,10.2,3,0.6625,1.019285714,0.892777778,0.88625,0.5,0.52
Corcovety,2,2,9,EB,Corsallagh,0.38,2.38,8.6,9.3,12.1,12.6,13.7,15,3,1,1.174285714,0.991111111,0.976666667,0.55,0.48
Corcovety,2,2,9,EJ,Corsallagh,0.27,1.53,6.8,8,10.8,8.3,9.2,11.3,3,0.63,0.932857143,0.858888889,0.8775,0.45,0.6
Corcovety,2,2,9,EN,Corsallagh,0.2,1.84,5.1,6.5,8,5.5,6.3,7.5,4,0.82,0.7,0.7,0.65,0.4,0.4
Corcovety,2,2,9,FL,Corsallagh,0.25,2.04,7.3,8.4,9.4,8.5,9.6,13.7,4,0.895,1.007142857,0.905555556,0.7625,0.55,1.04
Corcovety,2,2,9,FP,Corsallagh,0.33,1.72,6.1,7.6,10.3,6.9,8,8.2,4,0.6975,0.825,0.808333333,0.83125,0.55,0.26
Corcovety,2,2,9,FT,Corsallagh,0.4,2.07,6.9,8,10.7,8.2,9.3,10.7,4,0.835,0.928571429,0.844444444,0.858333333,0.55,0.5
Corcovety,2,2,9,GJ,Corsallagh,0.25,1.4,6.3,8.1,10,8.4,9.7,11.8,4,0.575,0.864285714,0.872222222,0.8125,0.65,0.68
Corcovety,3,3,9,C,Corsallagh,0.61,2.28,7.3,8.4,10.4,10.7,11.9,13.8,4,0.835,0.955714286,0.865555556,0.815833333,0.6,0.62
Corcovety,3,3,9,CH(ez),Corsallagh,0.15,,,,,5,,,,,,,,,
Corcovety,3,3,9,D,Corsallagh,0.39,2.4,6.9,8.7,10.4,8.3,9.7,11.3,4,1.005,0.93,0.923333333,0.834166667,0.7,0.6
Corcovety,3,3,9,GJ,Corsallagh,0.58,2.75,7.8,9.4,11,11.2,13.1,16,3,1.085,1.031428571,0.98,0.868333333,0.95,0.96
Corcovety,3,3,9,H,Corsallagh,0.52,2.23,6.5,7.6,8.7,7.9,8.6,9.8,4,0.855,0.854285714,0.786666667,0.681666667,0.35,0.38
Corcovety,3,3,9,L,Corsallagh,0.37,2.24,7.1,8.9,10.2,9.3,10.9,13.7,4,0.935,0.961428571,0.947777778,0.819166667,0.8,0.88
Corcovety,3,3,9,P,Corsallagh,0.42,2.2,6.4,8.8,7.1,4.2,5.1,7.1,4,0.89,0.854285714,0.931111111,0.556666667,0.45,0.58
Corcovety,3,3,9,T,Corsallagh,0.43,2.45,7.4,8.9,11,9.8,11.7,15.2,3,1.01,0.995714286,0.941111111,0.880833333,0.95,1.08
Corcovety,3,3,9,X,Corsallagh,0.34,2.4,7.7,9.1,11.3,3.3,3.4,,4,1.03,1.051428571,0.973333333,0.913333333,0.05,
Corcovety,1,1,10,CA,Corsallagh,0.33,1.75,7.2,8.7,11.1,9.1,10.3,11.7,4,0.71,0.981428571,0.93,0.8975,0.6,0.52
Corcovety,1,1,10,CE,Corsallagh,0.31,1.69,7.2,8.5,10.3,5.9,7.4,9.8,4,0.69,0.984285714,0.91,0.8325,0.75,0.78
Corcovety,1,1,10,CI,Corsallagh,0.32,1.46,7.3,9,12.8,9.1,10.6,13,3,0.57,0.997142857,0.964444444,1.04,0.75,0.78
Corcovety,1,1,10,CM,Corsallagh,0.41,,,,,5,,,,,,,,,
Corcovety,1,1,10,DW,Corsallagh,0.31,2.04,7.2,9.3,10.8,10.6,12.7,14.2,4,0.865,0.984285714,0.998888889,0.874166667,1.05,0.72
Corcovety,1,1,10,EA,Corsallagh,0.45,1.97,6.9,8.2,9.2,6.5,7.8,9.8,4,0.76,0.921428571,0.861111111,0.729166667,0.65,0.66
Corcovety,1,1,10,EE,Corsallagh,0.49,1.47,7.8,9.2,11.3,10.1,11.6,13.4,3,0.49,1.044285714,0.967777778,0.900833333,0.75,0.66
Corcovety,1,1,10,EH,Corsallagh,0.38,2.06,7,8.5,10.5,9.5,10.6,12.7,4,0.84,0.945714286,0.902222222,0.843333333,0.55,0.64
Corcovety,1,1,10,EO,Corsallagh,0.36,1.49,6.7,8,9.8,9,10.3,12.1,4,0.565,0.905714286,0.848888889,0.786666667,0.65,0.62
Corcovety,2,2,10,A,Corsallagh,0.39,1.74,5.6,6.6,10.2,8.3,9.2,11.9,4,0.675,0.744285714,0.69,0.8175,0.45,0.72
Corcovety,2,2,10,B,Corsallagh,0.61,1.98,7.2,8.5,11.1,8.3,10.9,14.5,3,0.685,0.941428571,0.876666667,0.874166667,1.3,1.24
Corcovety,2,2,10,C,Corsallagh,0.28,1.14,4.3,,,5,,,,0.43,0.574285714,,,,
Corcovety,2,2,10,D,Corsallagh,0.29,2.16,5.9,7.4,10.3,9,11,13.5,4,0.935,0.801428571,0.79,0.834166667,1,0.9
Corcovety,2,2,10,E,Corsallagh,0.54,1.37,4.7,7.7,9.6,9.6,10.3,,4,0.415,0.594285714,0.795555556,0.755,0.35,
Corcovety,2,2,10,EF,Corsallagh,0.16,0.99,4.8,6.1,6.7,5.1,5.3,5.5,4,0.415,0.662857143,0.66,0.545,0.1,0.08
Corcovety,2,2,10,F,Corsallagh,0.1,1.63,6.6,8,10.2,8.1,9.2,11.1,3,0.765,0.928571429,0.877777778,0.841666667,0.55,0.6
Corcovety,2,2,10,G,Corsallagh,0.55,1.72,5.2,7.3,9.9,7.1,8,10,4,0.585,0.664285714,0.75,0.779166667,0.45,0.58
Corcovety,2,2,10,H,Corsallagh,0.3,1.71,5.8,7.2,9.8,8.4,9.2,11,4,0.705,0.785714286,0.766666667,0.791666667,0.4,0.52
Corcovety,4,3,10,AJ,Corsallagh,0.56,2.35,8.4,9.5,11.8,9,10.6,13.7,3,0.895,1.12,0.993333333,0.936666667,0.8,0.94
Corcovety,4,3,10,DY,Corsallagh,0.6,2.04,8.7,10,12.7,7.5,8.7,11,3,0.72,1.157142857,1.044444444,1.008333333,0.6,0.7
Corcovety,4,3,10,EC,Corsallagh,0.62,1.92,9.8,11.1,13,10.3,11.3,13.6,3,0.65,1.311428571,1.164444444,1.031666667,0.5,0.66
Corcovety,4,3,10,ED,Corsallagh,0.46,1.73,8.5,9.6,11.9,9.5,11.2,13.3,3,0.635,1.148571429,1.015555556,0.953333333,0.85,0.76
Corcovety,4,3,10,EG,Corsallagh,0.63,2.68,9.6,10.2,12.9,4.2,4.2,,3,1.025,1.281428571,1.063333333,1.0225,,
Corcovety,4,3,10,ET,Corsallagh,0.32,1.08,7.2,9.1,11.5,6.4,7,8.1,4,0.38,0.982857143,0.975555556,0.931666667,0.3,0.34
Corcovety,4,3,10,EW,Corsallagh,0.43,1.28,,,,5.2,,,,0.425,,,,,
Corcovety,4,3,10,EX,Corsallagh,0.39,2.69,9.5,10.7,13,2.6,3.2,,1,1.15,1.301428571,1.145555556,1.050833333,0.3,
Corcovety,4,3,10,FA,Corsallagh,0.45,2.7,8.9,9.5,12,10.5,12.4,16.2,4,1.125,1.207142857,1.005555556,0.9625,0.95,1.14
Corcovety,1,1,11,CN,Drumbaun,0.73,1.26,5.4,5.9,,6.3,6.5,,,0.2675,0.667857143,0.575,,0.1,
Corcovety,1,1,11,CZ,Drumbaun,0.74,2.65,8.2,9.5,12,10.7,12.9,16.5,3,0.955,1.065714286,0.973333333,0.938333333,1.1,1.16
Corcovety,1,1,11,DT,Drumbaun,0.64,1.64,6.8,8,10.3,7.5,9.2,11.2,4,0.5,0.88,0.817777778,0.805,0.85,0.74
Corcovety,1,1,11,EN,Drumbaun,0.78,1.91,6.7,8.5,10.8,9.2,10.1,12.4,4,0.565,0.845714286,0.857777778,0.835,0.45,0.64
Corcovety,1,1,11,ER,Drumbaun,0.71,1.55,7,8.5,8.3,6,7.8,10.3,4,0.42,0.898571429,0.865555556,0.6325,0.9,0.86
Corcovety,1,1,11,FP,Drumbaun,0.78,1.94,7,7.9,10.3,8.8,10.2,11.9,4,0.58,0.888571429,0.791111111,0.793333333,0.7,0.62
Corcovety,1,1,11,GJ,Drumbaun,0.78,2.51,8.5,10,12.1,5.5,,,4,0.865,1.102857143,1.024444444,0.943333333,,
Corcovety,1,1,11,GN,Drumbaun,0.67,2.11,7.4,8.8,11.4,9.2,10.7,13.4,3,0.7225,0.962142857,0.903888889,0.894583333,0.75,0.84
Corcovety,1,1,11,GR,Drumbaun,0.76,1.45,6.8,8.5,10.7,7.8,8.4,9.4,3,0.3475,0.863571429,0.860555556,0.82875,0.3,0.32
Corcovety,2,2,11,BX,Drumbaun,0.59,1.44,6.3,8.4,9.8,8.3,9.5,11,3,0.425,0.815714286,0.867777778,0.7675,0.6,0.54
Corcovety,2,2,11,DI,Drumbaun,0.54,1.53,5.5,7.5,9.4,8.6,10,11.4,4,0.495,0.708571429,0.773333333,0.738333333,0.7,0.56
Corcovety,2,2,11,DU,Drumbaun,0.34,1.1,5.2,6.5,9.5,7.4,8.5,10.4,4,0.38,0.694285714,0.684444444,0.763333333,0.55,0.6
Corcovety,2,2,11,EO,Drumbaun,0.6,1.71,7.1,8.5,9.7,11.5,12.6,14.9,3,0.555,0.928571429,0.877777778,0.758333333,0.55,0.68
Corcovety,2,2,11,ES,Drumbaun,0.81,1.6,7.5,8,10.3,11.1,12.6,13.2,3,0.395,0.955714286,0.798888889,0.790833333,0.75,0.42
Corcovety,2,2,11,FM,Drumbaun,0.44,1.73,6.6,8.2,10.5,9.5,11,13.3,3,0.645,0.88,0.862222222,0.838333333,0.75,0.76
Corcovety,2,2,11,GO,Drumbaun,0.46,0.87,5.3,6.9,9.1,7,8.2,10.1,4,0.205,0.691428571,0.715555556,0.72,0.6,0.62
Corcovety,2,2,11,GW,Drumbaun,0.58,1.54,5.2,7.1,9.5,8.6,9.5,11.3,4,0.48,0.66,0.724444444,0.743333333,0.45,0.54
Corcovety,2,2,11,R(ew),Drumbaun,0.63,0.84,4.5,6.1,8.3,4.5,5.2,6.7,4,0.1075,0.553571429,0.608333333,0.639583333,0.35,0.44
Corcovety,3,3,11,CJ,Drumbaun,0.39,2.3,7.5,9.6,12.3,3.9,3.9,,3,0.955,1.015714286,1.023333333,0.9925,,
Corcovety,3,3,11,DH,Drumbaun,0.72,2.18,7.5,8.6,11.3,10.3,12.2,15.8,3,0.73,0.968571429,0.875555556,0.881666667,0.95,1.1
Corcovety,3,3,11,DX,Drumbaun,0.53,,,,,5.5,,,,,,,,,
Corcovety,3,3,11,EZ,Drumbaun,0.7,2.1,7,8.9,10.1,8.8,10.1,10.4,4,0.7,0.9,0.911111111,0.783333333,0.65,0.32
Corcovety,3,3,11,F,Drumbaun,0.45,2.01,7.2,9.3,12.1,8.8,10.1,12.1,4,0.78,0.964285714,0.983333333,0.970833333,0.65,0.66
Corcovety,3,3,11,J,Drumbaun,0.59,2.09,6.9,8.4,10.4,9,10.1,12.3,4,0.75,0.901428571,0.867777778,0.8175,0.55,0.66
Corcovety,3,3,11,N,Drumbaun,0.33,1.84,6.1,7.5,9.9,7.8,8.6,9.9,4,0.755,0.824285714,0.796666667,0.7975,0.4,0.42
Corcovety,3,3,11,V,Drumbaun,0.45,2.04,5.9,7.4,9.2,7,7.7,8.8,4,0.795,0.778571429,0.772222222,0.729166667,0.35,0.36
Corcovety,3,3,11,Z,Drumbaun,0.75,2.3,7.3,8.5,11.8,11.8,12.9,16.2,3,0.775,0.935714286,0.861111111,0.920833333,0.55,0.88
Corcovety,1,1,12,AB(FV),Drumbaun,0.45,,,,,5.6,,,,,,,,,
Corcovety,1,1,12,BG(EV),Drumbaun,0.35,,,,,6.7,,,,,,,,,
Corcovety,1,1,12,DC,Drumbaun,0.33,1.3,5.1,6.4,8.9,8.5,10.6,10.8,4,0.485,0.681428571,0.674444444,0.714166667,1.05,0.46
Corcovety,1,1,12,EH,Drumbaun,0.29,1.45,6.3,7.7,9.7,9.3,9.9,10.5,4,0.58,0.858571429,0.823333333,0.784166667,0.3,0.24
Corcovety,1,1,12,EY,Drumbaun,0.34,1.84,7.1,7.9,8.8,10.2,11.6,11.9,4,0.75,0.965714286,0.84,0.705,0.7,0.34
Corcovety,1,1,12,FG,Drumbaun,0.27,1.76,7.2,8.1,9.4,9.5,10.6,13,3,0.745,0.99,0.87,0.760833333,0.55,0.7
Corcovety,1,1,12,FS,Drumbaun,0.4,1,4.5,,,5.5,,,,0.3,0.585714286,,,,
Corcovety,1,1,12,GO,Drumbaun,0.43,1.63,6.7,7.5,10,10.3,11.5,13.2,4,0.6025,0.896428571,0.786111111,0.797916667,0.6,0.58
Corcovety,1,1,12,GP,Drumbaun,0.44,1.5,5.5,6.5,7.5,5.8,6.5,7.6,4,0.53,0.722857143,0.673333333,0.588333333,0.35,0.36
Corcovety,2,2,12,BO(FF),Drumbaun,0.35,,,,,,,,,,,,,,
Corcovety,2,2,12,CY,Drumbaun,0.56,0.96,4.7,5.7,6.7,4,4.2,4.3,4,0.2,0.591428571,0.571111111,0.511666667,0.1,0.06
Corcovety,2,2,12,FB,Drumbaun,0.43,1.6,5.7,7.2,9.5,6.2,7.1,7.6,4,0.585,0.752857143,0.752222222,0.755833333,0.45,0.28
Corcovety,2,2,12,FK,Drumbaun,0.49,2.19,7.4,7.9,10.6,9.6,10.1,14.2,3,0.85,0.987142857,0.823333333,0.8425,0.25,0.92
Corcovety,2,2,12,FL,Drumbaun,0.45,1.64,6.4,7.2,7.5,8.5,9.4,10.5,4,0.595,0.85,0.75,0.5875,0.45,0.4
Corcovety,2,2,12,FW,Drumbaun,0.54,0.49,,,,,,,,,,,,,
Corcovety,2,2,12,FZ,Drumbaun,0.64,2.11,5.5,6.5,,8.5,10,,4,0.735,0.694285714,0.651111111,,0.75,
Corcovety,2,2,12,GB,Drumbaun,0.35,1.37,6.8,7.3,9.7,9,10.6,11.3,4,0.51,0.921428571,0.772222222,0.779166667,0.8,0.46
Corcovety,2,2,12,GT,Drumbaun,0.52,1.7,6.8,8,10.8,8.5,,13.3,3,0.59,0.897142857,0.831111111,0.856666667,,0.96
Corcovety,4,3,12,BK(CG),Drumbaun,0.64,,,,,,,,,,,,,,
Corcovety,4,3,12,BS(BY),Drumbaun,0.48,,,,,,,,,,,,,,
Corcovety,4,3,12,CC,Drumbaun,0.64,2.14,7.5,8.6,11.5,3,3.1,,3,0.75,0.98,0.884444444,0.905,0.05,
Corcovety,4,3,12,CK,Drumbaun,0.57,1.16,5.8,7.2,10.3,7.4,8.4,10.1,4,0.295,0.747142857,0.736666667,0.810833333,0.5,0.54
Corcovety,4,3,12,DX,Drumbaun,0.43,1.27,6.4,7.9,10.6,8.4,9.6,12,4,0.42,0.852857143,0.83,0.8475,0.6,0.72
Corcovety,4,3,12,EQ,Drumbaun,0.51,1.93,6.8,8.2,10.7,9.2,10.5,12.8,4,0.71,0.898571429,0.854444444,0.849166667,0.65,0.72
Corcovety,4,3,12,EU,Drumbaun,0.54,0.92,6.3,7.7,10.4,6.6,7.7,9.6,4,0.19,0.822857143,0.795555556,0.821666667,0.55,0.6
Corcovety,4,3,12,EZ,Drumbaun,0.41,1.23,,,,,,,,0.41,,,,,
Corcovety,4,3,12,GX,Drumbaun,0.45,1.48,5.1,5.9,8.6,,,5.4,4,0.515,0.664285714,0.605555556,0.679166667,,1.08
Corcovety,1,1,13,BI,Kilbrattan,0.3,1.44,6.7,7.7,9.9,7.7,8.6,9.6,4,0.57,0.914285714,0.822222222,0.8,0.45,0.38
Corcovety,1,1,13,BP,Kilbrattan,0.29,1.92,7.6,8.4,11.3,8.5,9.7,12,3,0.815,1.044285714,0.901111111,0.9175,0.6,0.7
Corcovety,1,1,13,BY,Kilbrattan,0.36,1.7,7.6,8.8,10.8,9.8,11.8,14.9,3,0.67,1.034285714,0.937777778,0.87,1,1.02
Corcovety,1,1,13,CZ,Kilbrattan,0.47,2,7.5,9,11.3,10.2,11.1,12.6,4,0.765,1.004285714,0.947777778,0.9025,0.45,0.48
Corcovety,1,1,13,DC,Kilbrattan,0.61,2.16,7.7,8.8,11.5,12.7,13.4,15.5,3,0.775,1.012857143,0.91,0.9075,0.35,0.56
Corcovety,1,1,13,DD,Kilbrattan,0.6,2.51,5.5,7.3,,7.2,8,,,0.955,0.7,0.744444444,,0.4,
Corcovety,1,1,13,DG,Kilbrattan,0.58,1.55,7.7,8.1,10.4,7,7.8,8.6,4,0.4875,1.017857143,0.836111111,0.81875,0.4,0.32
Corcovety,1,1,13,EI,Kilbrattan,0.36,1.02,6.6,8.4,10.5,8.2,9.8,11.9,4,0.33,0.891428571,0.893333333,0.845,0.8,0.74
Corcovety,1,1,13,GS(BL),Kilbrattan,0.43,,,,,,,,,,,,,,
Corcovety,2,2,13,BR,Kilbrattan,0.46,1.89,6.4,7.5,10,7.3,8.9,11.7,4,0.715,0.848571429,0.782222222,0.795,0.8,0.88
Corcovety,2,2,13,BS,Kilbrattan,0.41,2.01,6.5,7.9,9.6,8.2,9.3,10.9,3,0.8,0.87,0.832222222,0.765833333,0.55,0.54
Corcovety,2,2,13,BT,Kilbrattan,0.33,2.12,6.9,8.5,10.7,10.1,11.7,13.4,2,0.895,0.938571429,0.907777778,0.864166667,0.8,0.66
Corcovety,2,2,13,BV,Kilbrattan,0.53,2.37,7.6,8.6,10.8,10.2,12.5,14.9,4,0.92,1.01,0.896666667,0.855833333,1.15,0.94
Corcovety,2,2,13,CM,Kilbrattan,0.32,1.67,6.3,7.7,10,7.9,9.4,11.8,3,0.675,0.854285714,0.82,0.806666667,0.75,0.78
Corcovety,2,2,13,CU,Kilbrattan,0.52,2.02,6.7,7.8,9.8,8.5,9.4,10.8,3,0.75,0.882857143,0.808888889,0.773333333,0.45,0.46
Corcovety,2,2,13,DE,Kilbrattan,0.36,1.24,6,7.7,9.6,6.7,7.7,8.3,4,0.44,0.805714286,0.815555556,0.77,0.5,0.32
Corcovety,2,2,13,DF,Kilbrattan,0.28,1.87,6.8,7.7,9.7,8.4,10.4,12.6,4,0.795,0.931428571,0.824444444,0.785,1,0.84
Corcovety,2,2,13,DH(CX),Kilbrattan,0.39,,,,,5.1,,,,,,,,,
Corcovety,4,3,13,AW(CY),Kilbrattan,0.48,,,,9.2,6.7,6.9,7.1,4,,,,,0.1,0.08
Corcovety,4,3,13,BU,Kilbrattan,0.56,1.14,5.7,7.5,9.3,8,9.1,10.7,3,0.29,0.734285714,0.771111111,0.728333333,0.55,0.54
Corcovety,4,3,13,BW,Kilbrattan,0.52,1.56,6.5,8,10.2,8.2,9.9,12.8,3,0.52,0.854285714,0.831111111,0.806666667,0.85,0.92
Corcovety,4,3,13,BZ,Kilbrattan,0.47,2.21,7.4,8.6,10.9,8.2,10.4,12.5,4,0.87,0.99,0.903333333,0.869166667,1.1,0.86
Corcovety,4,3,13,EJ,Kilbrattan,0.31,1.96,7.7,9,11,10.7,12.7,15.7,2,0.825,1.055714286,0.965555556,0.890833333,1,1
Corcovety,4,3,13,FN,Kilbrattan,0.33,1.77,7.5,8.7,11,8.9,9.9,11.9,3,0.72,1.024285714,0.93,0.889166667,0.5,0.6
